segment,segment_name,wall_time,wall_elapsed_s,sim_time,x,y,yaw
1,M->A,1787391638.7168624,0.5596537649980746,100.042,-8.496972368352107,3.742676960563737e-06,0.0028479117729526605
1,M->A,1787391640.2185855,2.0613765440066345,101.538,-8.486345100806924,3.614792275112513e-05,0.003807342207712406
1,M->A,1787391640.3696876,2.212559860025067,101.674,-8.458093101665831,0.00019515042657930018,0.007802102128658281
1,M->A,1787391640.670527,2.51331825501984,101.844,-8.410529427323295,0.0006803985401145722,0.012961215791743886
1,M->A,1787391640.6832411,2.5260323580005206,101.912,-8.391494032565603,0.0009375004206564406,0.01432662655443122
1,M->A,1787391640.695129,2.537919722031802,101.98,-8.37245794165462,0.0012168766604446603,0.015144267112792053
1,M->A,1787391640.9088614,2.7516521970392205,102.116,-8.334375868316341,0.0017858431879823689,0.013795111268452056
1,M->A,1787391640.9221625,2.7649534750380553,102.184,-8.315325951756146,0.0020294249886167164,0.010889901058829006
1,M->A,1787391641.5466743,3.3894655010080896,102.524,-8.220009195352574,0.001816269268227045,-0.022746382909352766
1,M->A,1787391641.5588915,3.4016824300051667,102.592,-8.200939036561431,0.0013099738939530924,-0.03313660344300896
1,M->A,1787391641.5699692,3.412759601022117,102.66,-8.18187197079246,0.0005981401473819727,-0.04457298405386634
1,M->A,1787391641.6479642,3.4907551259966567,102.762,-8.153285487088793,-0.0008944627206526963,-0.06324837565589166
1,M->A,1787391641.7979703,3.640761286020279,102.898,-8.115217576535509,-0.003757355468290275,-0.09091300414503788
1,M->A,1787391642.2834086,4.126199964026455,103.17,-8.039398778679576,-0.012834640786869075,-0.15279707233726264
1,M->A,1787391642.7740855,4.616876640997361,103.442,-7.9643180848376,-0.026801670785479955,-0.2200282916935032
1,M->A,1787391642.7866223,4.6294127340079285,103.51,-7.9457095665697315,-0.03108673304228404,-0.23720988732799494
1,M->A,1787391642.798267,4.641057532047853,103.578,-7.927178015595704,-0.03569125091719242,-0.2544553879885757
1,M->A,1787391642.8086388,4.6514291720231995,103.646,-7.908729196399181,-0.040615154282453526,-0.27172748191493445
1,M->A,1787391642.8879662,4.730757161043584,103.748,-7.881223701662057,-0.04859690950609492,-0.2976309531920731
1,M->A,1787391643.2430878,5.08588020701427,103.986,-7.817919995128072,-0.06995409045744284,-0.35733406711270793
1,M->A,1787391643.3864553,5.229246581031475,104.088,-7.791202552869686,-0.08024889073260148,-0.3824218638601298
1,M->A,1787391643.530408,5.37319880904397,104.19,-7.764752225493894,-0.09120489299515377,-0.40708962021807665
